id,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,a_balcony,a_garden,a_fireplace,a_outdoors,a_pool,a_breakfast,a_air_conditioning,a_parking,a_working_space,a_child_friendly,a_gym,a_gaming,a_kitchen,a_pets,bathrooms_type,bathrooms_count,flag_review_scores_rating,ln_price,host_professional,seeked,is_reviewed,holdout
21974,0,3,3,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,80,3,90,3,3,90,90,3,90,1,0,14,44,134,2020-12-17,2,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Shared,1,0,4.382026634673881,Individual,1,1,0
23197,1,6,6,1,1,el Besòs i el Maresme,Sant Martí,Apartment,Entire home/apt,6,2 baths,3,5,183,3,300,3,4,1125,1125,3.1,1125,1,30,60,82,320,2020-12-18,52,0,0,95,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Private,2,0,5.209486152841421,Professional,0,1,1
32711,0,5,5,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,6,1.5 baths,2,3,98,2,31,2,2,31,31,2,31,1,0,0,0,0,2020-12-18,63,4,0,86,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.584967478670572,Professional,1,1,0
34241,0,3,3,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 private bath,1,1,46,30,240,30,30,240,240,30,240,1,0,0,0,0,2020-12-18,8,0,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,3.828641396489095,Individual,1,1,0
35379,1,4,4,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,2 shared baths,1,1,15,2,60,2,2,1125,1125,2,1125,1,12,41,71,342,2020-12-18,322,36,3,94,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,Shared,2,0,2.70805020110221,Professional,0,1,0
35392,1,4,4,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,2 shared baths,1,1,17,2,60,2,2,1125,1125,2,1125,1,17,45,75,346,2020-12-17,237,27,1,95,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,Shared,2,0,2.833213344056216,Professional,0,1,0
40983,1,7,7,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,1,39,2,364,2,2,364,364,2,364,1,9,39,69,338,2020-12-30,170,25,2,94,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,3.6635616461296463,Professional,0,1,0
41952,0,9,9,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,6,2 baths,2,4,110,3,365,3,3,365,365,3,365,1,30,60,90,365,2020-12-18,39,0,0,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,2,0,4.700480365792417,Professional,0,1,0
46153,1,6,6,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,3,1 bath,2,3,30,90,180,90,90,1125,1125,90,1125,1,0,0,16,291,2020-12-17,2,0,0,70,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.4011973816621555,Professional,1,1,0
49968,0,5,5,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,6,1 bath,2,0,98,2,180,2,2,180,180,2,180,1,16,46,76,301,2020-12-18,43,4,0,88,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.584967478670572,Professional,0,1,0
58512,0,1,1,1,1,el Camp de l'Arpa del Clot,Sant Martí,Apartment,Entire home/apt,6,2 baths,3,4,116,5,90,5,5,1125,1125,5,1125,1,30,60,90,331,2020-12-18,382,3,0,89,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,2,0,4.7535901911063645,Individual,0,1,1
61444,0,5,5,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,1 bath,2,4,105,2,90,2,2,90,90,2,90,1,0,10,38,285,2020-12-18,52,3,0,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,4.653960350157523,Professional,1,1,0
68547,0,1,1,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,2 baths,1,2,49,2,730,2,2,730,730,2,730,1,30,60,90,365,2020-12-17,90,1,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,2,0,3.8918202981106265,Individual,0,1,0
71553,0,10,10,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,2,1.5 baths,1,1,80,2,1125,2,2,1125,1125,2,1125,1,30,60,90,350,2020-12-18,49,1,0,83,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.382026634673881,Professional,0,1,1
71603,0,10,10,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,2 baths,2,4,452,3,365,3,3,365,365,3,365,1,30,60,90,365,2020-12-17,37,0,0,93,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,Private,2,0,6.113682179832232,Professional,0,1,1
71736,0,6,6,1,0,el Raval,Ciutat Vella,Apartment,Entire home/apt,5,1.5 baths,4,5,60,32,730,32,32,730,730,32,730,1,0,0,0,0,2020-12-30,11,0,0,80,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.0943445622221,Professional,1,1,1
72436,1,6,6,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,2,1 bath,1,1,80,1,28,1,5,28,9999,3.3,9908.8,1,29,59,89,350,2020-12-17,354,85,5,96,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,Private,1,0,4.382026634673881,Professional,0,1,0
72793,0,6,6,1,0,el Raval,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,1,2,50,32,1000,32,32,1000,1000,32,1000,1,30,60,90,365,2020-12-18,2,0,0,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,3.912023005428146,Professional,0,1,0
72794,0,6,6,1,0,el Raval,Ciutat Vella,Apartment,Entire home/apt,2,1 bath,2,2,50,32,3000,32,32,3000,3000,32,3000,1,30,60,90,365,2020-12-18,8,0,0,87,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,3.912023005428146,Professional,0,1,0
73692,0,5,5,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,5,1 bath,2,3,105,2,90,2,2,90,90,2,90,1,0,18,48,295,2020-12-17,43,3,0,82,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.653960350157523,Professional,1,1,0
73693,0,5,5,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,5,1 bath,2,2,65,2,90,2,2,90,90,2,90,1,0,6,36,306,2020-12-17,49,4,0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.174387269895637,Professional,0,1,0
73700,0,5,5,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,4,1 bath,2,2,65,2,90,2,2,90,90,2,90,1,0,0,0,0,2020-12-18,85,4,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private,1,0,4.174387269895637,Professional,1,1,0
75003,0,111,111,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,5,1 bath,2,3,94,2,365,2,5,365,365,2.2,365,1,20,50,80,344,2020-12-18,21,8,0,89,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.543294782270004,Professional,0,1,0
75411,1,5,5,1,1,el Clot,Sant Martí,Apartment,Entire home/apt,6,1 bath,3,6,131,3,330,3,7,330,330,3.2,330,1,0,0,0,0,2020-12-17,30,0,0,89,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,4.875197323201151,Professional,1,1,1
80004,0,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,5,1 bath,3,3,107,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,2020-12-17,127,1,0,91,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.672828834461906,Individual,1,1,0
81631,0,0,0,1,0,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,2,1 bath,1,1,75,2,30,2,2,30,30,2,30,1,29,59,89,89,2020-12-17,12,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.31748811353631,Individual,1,1,0
83283,0,0,0,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,0,40,3,365,3,3,365,365,3,365,1,30,60,90,90,2020-12-19,107,0,0,87,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.6888794541139363,Individual,1,1,0
89776,1,1,1,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,85,3,365,3,3,1125,1125,3,1125,1,29,59,89,357,2020-12-18,336,14,0,96,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.442651256490317,Individual,0,1,0
95719,0,1,1,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,2,1 shared bath,1,0,53,2,365,2,2,365,365,2,365,1,30,60,90,365,2020-12-18,232,2,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shared,1,0,3.970291913552122,Individual,0,1,1
97529,0,1,1,1,0,el Baix Guinardó,Horta-Guinardó,Apartment,Entire home/apt,2,1 bath,1,1,40,32,1125,32,32,1125,1125,32,1125,1,0,0,16,291,2020-12-17,64,0,0,95,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.6888794541139363,Individual,1,1,1
100256,1,2,2,1,1,la Barceloneta,Ciutat Vella,Apartment,Entire home/apt,3,1 bath,1,2,45,32,365,32,32,1125,1125,32,1125,1,30,60,90,359,2020-12-17,63,9,1,91,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,Private,1,0,3.8066624897703196,Individual,0,1,0
104485,1,0,0,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,1,26,1,30,1,1,1125,1125,1,1125,1,2,32,62,62,2020-12-18,204,12,1,89,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.258096538021482,Individual,1,1,0
110041,0,111,111,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,4,1 bath,1,2,92,2,365,1,5,365,365,2.2,365,1,27,57,87,362,2020-12-18,27,9,0,88,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,1,0,4.5217885770490405,Professional,0,1,0
110098,0,111,111,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,3,84,2,365,2,5,365,365,2.2,365,1,21,51,81,349,2020-12-17,33,15,0,91,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.430816798843313,Professional,0,1,0
118228,0,13,13,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1.5 baths,3,5,97,2,28,2,2,28,28,2,28,1,19,21,37,113,2020-12-17,15,0,0,87,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,4.574710978503383,Professional,1,1,0
119546,1,1,1,1,1,el Raval,Ciutat Vella,Apartment,Private room,2,1 private bath,1,1,52,31,60,31,31,1125,1125,31,1125,1,30,60,90,365,2020-12-17,316,3,0,97,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,3.9512437185814275,Individual,0,1,0
128463,1,1,1,1,1,Sants,Sants-Montjuïc,Apartment,Private room,2,1 private bath,1,1,50,3,1125,3,3,1125,1125,3,1125,1,0,15,45,301,2020-12-18,282,6,0,97,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,3.912023005428146,Individual,0,1,0
130227,1,1,1,1,1,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Apartment,Private room,2,1.5 baths,1,1,70,1,28,1,1,28,28,1,28,1,30,60,90,356,2020-12-19,107,3,0,94,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,Private,1,0,4.248495242049359,Individual,0,1,0
135513,0,1,1,1,1,el Poblenou,Sant Martí,Apartment,Entire home/apt,5,1.5 baths,2,3,80,2,365,2,2,365,365,2,365,1,30,60,90,358,2020-12-18,127,2,0,93,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.382026634673881,Individual,0,1,0
136670,0,5,5,1,1,Pedralbes,Les Corts,Apartment,Private room,2,1 shared bath,1,1,55,30,1125,30,30,1125,1125,30,1125,1,1,1,1,1,2020-12-19,128,0,0,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,4.007333185232471,Professional,1,1,0
138055,0,13,13,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1.5 baths,3,5,92,3,28,2,3,28,28,2.5,28,1,0,0,0,0,2020-12-19,90,0,0,93,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,4.5217885770490405,Professional,1,1,0
142121,0,9,9,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,3,1 bath,2,2,44,31,99,31,31,99,99,31,99,1,29,59,89,364,2020-12-17,27,0,0,87,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Private,1,0,3.784189633918261,Professional,0,1,0
144471,0,0,0,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,0,40,3,365,3,3,365,365,3,365,1,30,60,90,90,2020-12-18,36,0,0,85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.6888794541139363,Individual,1,1,0
171646,1,5,5,1,1,el Clot,Sant Martí,Apartment,Entire home/apt,6,1 bath,2,4,125,3,330,3,7,330,330,3.2,330,1,0,0,0,0,2020-12-18,44,2,0,95,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Private,1,0,4.8283137373023015,Professional,1,1,0
171816,1,5,5,1,1,el Camp de l'Arpa del Clot,Sant Martí,Apartment,Entire home/apt,6,1 bath,2,4,120,3,330,3,7,330,330,4.1,330,1,30,60,90,359,2020-12-17,10,0,0,89,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,4.787491742782046,Professional,0,1,1
179619,0,3,3,1,0,Sants,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,27,3,11,3,3,11,11,3,11,1,0,0,0,47,2020-12-18,50,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,3.295836866004329,Individual,1,1,0
186540,1,1,1,1,0,el Clot,Sant Martí,Apartment,Entire home/apt,2,1 bath,1,1,36,32,363,32,32,363,363,32,363,1,0,0,0,0,2020-12-18,11,1,0,98,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,3.58351893845611,Individual,1,1,0
186542,0,1,1,1,1,la Dreta de l'Eixample,Eixample,Apartment,Private room,2,1 bath,1,1,33,2,30,2,2,30,30,2,30,1,0,0,15,290,2020-12-18,49,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,3.4965075614664802,Individual,1,1,0
188267,0,10,10,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,3,196,2,1125,2,2,1125,1125,2,1125,1,30,60,90,365,2020-12-17,81,1,0,94,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,2,0,5.278114659230517,Professional,0,1,1
190348,0,1,1,1,0,Pedralbes,Les Corts,Apartment,Private room,2,1 bath,1,1,46,7,15,7,7,15,15,7,15,1,0,0,0,0,2020-12-17,1,0,0,100,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,Private,1,0,3.828641396489095,Individual,1,1,0
197267,0,5,5,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,3,1 bath,1,2,25,31,1125,31,31,1125,1125,31,1125,1,16,46,58,319,2020-12-18,343,3,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,3.2188758248682006,Professional,0,1,0
199422,0,18,18,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,6,1 bath,2,4,75,1,365,1,1,365,365,1,365,1,0,0,0,0,2020-12-17,86,2,0,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,1,0,4.31748811353631,Professional,1,1,0
199794,1,1,1,1,0,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Private room,2,2 baths,1,1,31,1,90,1,1,90,90,1,90,1,19,49,79,354,2020-12-18,95,2,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Private,2,0,3.4339872044851463,Individual,0,1,0
206122,0,5,5,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1 bath,2,2,141,3,35,3,3,1125,1125,3,1125,1,18,18,34,250,2020-12-17,171,6,0,93,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.948759890378168,Professional,1,1,0
206167,0,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,2,1 bath,1,1,80,3,365,3,3,365,365,3,365,1,19,49,79,354,2020-12-18,89,1,0,97,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.382026634673881,Individual,0,1,0
209673,1,1,1,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,3,1 bath,2,2,107,2,1125,2,2,1125,1125,2,1125,1,28,58,88,363,2020-12-17,256,6,0,95,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Private,1,0,4.672828834461906,Individual,0,1,0
213368,1,4,4,1,1,la Salut,Gràcia,Apartment,Private room,2,1 private bath,1,0,55,2,365,2,2,365,365,2,365,1,29,59,89,364,2020-12-18,50,0,0,98,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,1,0,4.007333185232471,Professional,0,1,0
214970,1,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Private room,2,1 shared bath,1,1,33,30,90,30,30,1125,1125,30,1125,1,1,1,1,1,2020-12-18,144,3,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shared,1,0,3.4965075614664802,Individual,1,1,0
216699,1,2,2,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Private room,2,1 bath,1,1,42,3,365,3,3,365,365,3,365,1,30,60,90,365,2020-12-18,288,0,0,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Private,1,0,3.7376696182833684,Individual,0,1,1
228638,0,1,1,1,0,Vallcarca i els Penitents,Gràcia,Apartment,Private room,2,2.5 baths,1,1,40,2,365,2,2,365,365,2,365,1,0,0,0,169,2020-12-17,18,0,0,98,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Private,2,0,3.6888794541139363,Individual,1,1,1
234375,1,1,1,1,1,el Fort Pienc,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,59,35,150,35,35,150,150,35,150,1,29,57,75,75,2020-12-17,49,6,0,92,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.07753744390572,Individual,1,1,0
242335,0,14,14,1,1,la Barceloneta,Ciutat Vella,Apartment,Entire home/apt,4,1 bath,3,4,61,33,360,33,33,360,360,33,360,1,28,58,88,363,2020-12-17,4,0,0,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.110873864173311,Professional,0,1,0
250016,0,24,24,1,1,el Barri Gòtic,Ciutat Vella,Apartment,Entire home/apt,5,2 baths,3,5,47,50,330,50,50,330,330,50,330,1,29,59,89,364,2020-12-18,4,1,0,70,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Private,2,0,3.8501476017100584,Professional,0,1,0
252232,0,160,160,1,1,Sant Martí de Provençals,Sant Martí,Apartment,Entire home/apt,6,1 bath,3,3,97,2,400,2,14,1125,1125,6.6,1125,1,30,49,79,354,2020-12-18,115,3,0,90,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,Private,1,0,4.574710978503383,Professional,0,1,1
255195,0,24,24,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,2,33,32,330,32,32,330,330,32,330,1,30,60,90,365,2020-12-17,17,3,0,85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Private,1,0,3.4965075614664802,Professional,0,1,1
256677,0,2,2,1,0,el Barri Gòtic,Ciutat Vella,Apartment,Private room,2,1 shared bath,1,1,60,3,30,3,3,30,30,3,30,1,29,59,89,364,2020-12-17,156,2,0,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Shared,1,0,4.0943445622221,Individual,0,1,1
264125,0,3,3,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,6,1.5 baths,3,4,125,3,200,2,3,1125,1125,2.6,1125,1,30,60,90,351,2020-12-17,243,11,0,92,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,1,0,4.8283137373023015,Individual,0,1,0
268017,1,14,14,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,3,145,1,180,1,32,180,365,2.6,265,1,29,45,45,215,2020-12-17,10,2,0,84,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,Private,2,0,4.976733742420574,Professional,1,1,0
268022,1,14,14,1,1,la Dreta de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,3,168,1,180,1,32,180,365,2.6,264.5,1,0,0,0,111,2020-12-18,9,0,0,76,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,Private,2,0,5.123963979403259,Professional,1,1,0
268417,1,1,1,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Private room,2,1 shared bath,1,0,36,2,4,2,2,4,4,2,4,1,4,8,13,44,2020-12-17,205,8,0,89,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Shared,1,0,3.58351893845611,Individual,1,1,0
269467,0,4,4,1,1,la Sagrada Família,Eixample,Apartment,Entire home/apt,3,1 bath,1,1,88,7,760,7,7,760,760,7,760,1,30,60,90,365,2020-12-17,54,2,0,93,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.477336814478207,Professional,0,1,0
271996,0,4,4,1,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Apartment,Entire home/apt,3,1 bath,2,1,51,31,3000,31,31,3000,3000,31,3000,1,25,50,76,327,2020-12-18,13,0,0,98,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,3.9318256327243257,Professional,0,1,0
273229,1,1,1,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,2,1 bath,2,2,60,20,1125,20,20,1125,1125,20,1125,1,0,16,46,319,2020-12-18,137,7,0,92,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Private,1,0,4.0943445622221,Individual,0,1,1
273932,0,22,22,1,1,l'Antiga Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,2 baths,2,2,85,3,365,3,3,365,365,3,365,1,1,25,55,70,2020-12-17,175,8,0,92,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.442651256490317,Professional,1,1,0
275336,0,22,22,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,6,2 baths,3,4,86,3,1125,3,3,1125,1125,3,1125,1,0,15,45,320,2020-12-17,98,2,1,94,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.454347296253507,Professional,0,1,0
275346,0,22,22,1,1,Sarrià,Sarrià-Sant Gervasi,Apartment,Entire home/apt,6,2 baths,3,6,135,3,365,3,3,365,365,3,365,1,13,43,73,299,2020-12-18,42,1,0,93,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,2,0,4.90527477843843,Professional,1,1,0
275350,0,22,22,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,5,2 baths,3,4,84,32,365,32,32,365,365,32,365,1,0,27,57,332,2020-12-17,50,1,0,92,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Private,2,0,4.430816798843313,Professional,0,1,0
275889,0,22,22,1,1,el Raval,Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,1,66,32,365,32,32,365,365,32,365,1,30,58,58,179,2020-12-17,9,0,0,80,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.189654742026425,Professional,1,1,0
276324,0,2,2,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,4,1 bath,2,4,97,5,90,5,5,1125,1125,5,1125,1,7,37,67,297,2020-12-17,60,3,1,87,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Private,1,0,4.574710978503383,Individual,1,1,0
276527,0,2,2,1,1,el Coll,Gràcia,Apartment,Entire home/apt,6,1,2,5,76,2,365,1,2,1125,1125,2,1125,1,1,1,1,1,2020-12-18,378,42,2,92,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,Private,1,0,4.330733340286331,Individual,1,1,0
282679,1,3,3,1,1,Sant Antoni,Eixample,Apartment,Entire home/apt,6,2 baths,2,4,225,4,30,4,4,30,30,4,30,1,30,60,90,358,2020-12-18,32,2,0,99,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,2,0,5.41610040220442,Individual,0,1,0
283231,1,1,1,1,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Apartment,Entire home/apt,4,1 bath,1,2,74,1,120,1,14,1125,1125,4.7,1125,1,1,1,1,1,2020-12-19,229,26,2,98,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,Private,1,0,4.30406509320417,Individual,1,1,0
286105,0,1,1,1,0,la Sagrada Família,Eixample,Apartment,Private room,2,1 shared bath,2,2,55,1,1125,1,1,1125,1125,1,1125,1,30,60,90,359,2020-12-17,1,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Shared,1,0,4.007333185232471,Individual,0,1,1
288034,0,134,134,1,1,la Nova Esquerra de l'Eixample,Eixample,Apartment,Entire home/apt,4,1 bath,1,2,145,3,1125,3,3,1125,1125,3,1125,1,30,60,90,354,2020-12-17,19,0,0,93,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Private,1,0,4.976733742420574,Professional,0,1,1
290592,0,3,3,1,1,el Camp de l'Arpa del Clot,Sant Martí,Apartment,Entire home/apt,6,1 bath,3,4,121,3,210,2,3,210,210,2.6,210,1,30,60,85,353,2020-12-17,234,4,0,90,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Private,1,0,4.795790545596741,Individual,0,1,0
295200,0,7,7,1,1,la Vila de Gràcia,Gràcia,Apartment,Entire home/apt,3,1 bath,1,0,89,3,1125,3,3,1125,1125,3,1125,1,5,31,58,235,2020-12-18,153,5,0,91,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,Private,1,0,4.48863636973214,Professional,1,1,0
297066,0,1,1,1,1,el Poble Sec,Sants-Montjuïc,Apartment,Entire home/apt,5,2 baths,2,3,52,1,30,1,1,1125,1125,1,1125,1,23,53,83,358,2020-12-18,648,61,0,91,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Private,2,0,3.9512437185814275,Individual,0,1,0
